"","V1","V2"
"1","cg00008036","10"
"2","cg00018229","5"
"3","cg00019759","6"
"4","cg00020474","10"
"5","cg00028184","10"
"6","cg00030047","6"
"7","cg00058296","7"
"8","cg00063346","11"
"9","cg00068503","6"
"10","cg00088251","9"
"11","cg00089915","10"
"12","cg00095688","11"
"13","cg00106196","3"
"14","cg00109164","7"
"15","cg00128877","10"
"16","cg00129132","10"
"17","cg00142815","8"
"18","cg00154957","8"
"19","cg00159212","5"
"20","cg00165535","10"
"21","cg00177127","2"
"22","cg00181968","5"
"23","cg00217461","10"
"24","cg00262621","6"
"25","cg00270521","3"
"26","cg00292312","2"
"27","cg00305229","3"
"28","cg00349700","3"
"29","cg00351283","3"
"30","cg00352913","11"
"31","cg00423039","2"
"32","cg00433406","3"
"33","cg00456216","3"
"34","cg00459683","7"
"35","cg00499509","6"
"36","cg00502190","6"
"37","cg00539261","3"
"38","cg00546117","3"
"39","cg00547484","3"
"40","cg00560747","2"
"41","cg00567298","11"
"42","cg00577847","11"
"43","cg00580340","4"
"44","cg00594952","2"
"45","cg00601916","2"
"46","cg00605270","5"
"47","cg00606914","5"
"48","cg00611192","2"
"49","cg00620223","5"
"50","cg00651912","11"
"51","cg00663575","3"
"52","cg00666640","11"
"53","cg00688323","12"
"54","cg00702126","10"
"55","cg00714874","2"
"56","cg00722329","2"
"57","cg00765922","5"
"58","cg00779167","8"
"59","cg00785170","5"
"60","cg00788170","2"
"61","cg00792172","4"
"62","cg00808305","5"
"63","cg00827239","7"
"64","cg00831127","11"
"65","cg00855990","6"
"66","cg00857998","10"
"67","cg00859330","3"
"68","cg00860090","6"
"69","cg00870095","6"
"70","cg00875272","5"
"71","cg00889227","11"
"72","cg00925953","8"
"73","cg00929493","11"
"74","cg00930707","3"
"75","cg00944431","6"
"76","cg00945666","5"
"77","cg00951310","11"
"78","cg00954039","10"
"79","cg00971747","3"
"80","cg00976181","3"
"81","cg00979260","3"
"82","cg00986203","11"
"83","cg01055135","2"
"84","cg01065278","11"
"85","cg01074356","8"
"86","cg01080781","8"
"87","cg01095837","3"
"88","cg01105557","3"
"89","cg01205584","9"
"90","cg01208873","12"
"91","cg01243924","9"
"92","cg01281797","6"
"93","cg01294686","10"
"94","cg01334186","10"
"95","cg01364826","11"
"96","cg01376402","6"
"97","cg01385862","3"
"98","cg01395499","7"
"99","cg01432898","7"
"100","cg01443408","8"
"101","cg01445240","8"
"102","cg01459162","11"
"103","cg01481784","6"
"104","cg01501312","6"
"105","cg01505109","8"
"106","cg01522970","3"
"107","cg01562897","11"
"108","cg01566304","5"
"109","cg01566404","2"
"110","cg01568973","6"
"111","cg01636910","3"
"112","cg01664666","5"
"113","cg01715384","1"
"114","cg01717609","3"
"115","cg01781529","11"
"116","cg01794501","9"
"117","cg01795959","8"
"118","cg01807921","7"
"119","cg01812865","7"
"120","cg01815906","3"
"121","cg01826444","11"
"122","cg01828548","2"
"123","cg01833436","8"
"124","cg01860897","6"
"125","cg01868405","5"
"126","cg01915081","2"
"127","cg01925498","1"
"128","cg01930478","11"
"129","cg01932688","11"
"130","cg01934756","3"
"131","cg01935967","5"
"132","cg01938025","11"
"133","cg01949002","3"
"134","cg01963906","7"
"135","cg01971120","8"
"136","cg01974027","3"
"137","cg01974180","8"
"138","cg01977520","11"
"139","cg02034204","8"
"140","cg02061757","11"
"141","cg02063560","7"
"142","cg02063759","10"
"143","cg02077561","11"
"144","cg02103924","6"
"145","cg02104952","2"
"146","cg02129382","3"
"147","cg02134594","3"
"148","cg02140384","10"
"149","cg02141814","6"
"150","cg02156952","11"
"151","cg02177231","5"
"152","cg02213139","10"
"153","cg02221471","6"
"154","cg02230408","3"
"155","cg02233459","11"
"156","cg02255609","6"
"157","cg02360862","6"
"158","cg02365739","5"
"159","cg02416986","3"
"160","cg02439438","10"
"161","cg02448796","2"
"162","cg02449975","11"
"163","cg02450981","5"
"164","cg02484342","11"
"165","cg02502132","4"
"166","cg02525756","1"
"167","cg02531516","10"
"168","cg02587074","11"
"169","cg02609880","1"
"170","cg02621376","11"
"171","cg02637469","11"
"172","cg02650767","11"
"173","cg02657830","5"
"174","cg02659402","11"
"175","cg02659581","11"
"176","cg02668051","11"
"177","cg02673636","9"
"178","cg02696830","11"
"179","cg02710090","8"
"180","cg02711326","5"
"181","cg02743632","11"
"182","cg02769104","3"
"183","cg02832224","2"
"184","cg02833725","3"
"185","cg02835848","6"
"186","cg02851558","9"
"187","cg02854331","10"
"188","cg02855850","3"
"189","cg02855983","5"
"190","cg02856716","5"
"191","cg02858267","11"
"192","cg02864688","1"
"193","cg02865595","2"
"194","cg02873528","12"
"195","cg02886578","12"
"196","cg02896354","3"
"197","cg02903756","2"
"198","cg02913364","10"
"199","cg02913918","7"
"200","cg02927519","10"
"201","cg02957185","11"
"202","cg02958843","8"
"203","cg02971604","11"
"204","cg02974484","1"
"205","cg02987388","8"
"206","cg02987481","9"
"207","cg02988730","2"
"208","cg03006225","5"
"209","cg03017091","11"
"210","cg03041808","7"
"211","cg03046812","6"
"212","cg03047059","3"
"213","cg03050669","8"
"214","cg03053688","8"
"215","cg03064968","5"
"216","cg03082523","2"
"217","cg03105091","8"
"218","cg03117487","7"
"219","cg03127713","10"
"220","cg03136646","6"
"221","cg03136668","8"
"222","cg03147838","6"
"223","cg03187710","11"
"224","cg03226958","5"
"225","cg03292284","2"
"226","cg03314569","2"
"227","cg03318314","8"
"228","cg03327263","6"
"229","cg03333776","2"
"230","cg03347306","2"
"231","cg03350439","1"
"232","cg03392612","8"
"233","cg03419458","8"
"234","cg03420144","3"
"235","cg03434095","7"
"236","cg03467014","8"
"237","cg03496978","10"
"238","cg03506609","5"
"239","cg03519931","3"
"240","cg03525254","2"
"241","cg03525583","8"
"242","cg03529003","10"
"243","cg03538430","6"
"244","cg03544335","10"
"245","cg03557698","11"
"246","cg03599257","3"
"247","cg03607708","11"
"248","cg03654783","3"
"249","cg03662422","5"
"250","cg03681926","10"
"251","cg03705947","10"
"252","cg03731661","8"
"253","cg03732545","6"
"254","cg03749154","11"
"255","cg03764767","8"
"256","cg03766306","5"
"257","cg03774520","10"
"258","cg03789420","10"
"259","cg03790440","8"
"260","cg03793131","5"
"261","cg03850057","10"
"262","cg03850711","11"
"263","cg03853328","8"
"264","cg03866074","5"
"265","cg03942855","10"
"266","cg03954393","11"
"267","cg03962019","8"
"268","cg03970032","8"
"269","cg03970900","3"
"270","cg03976754","3"
"271","cg03985478","3"
"272","cg04000047","6"
"273","cg04027302","7"
"274","cg04027328","1"
"275","cg04078418","3"
"276","cg04134845","9"
"277","cg04149978","3"
"278","cg04162032","12"
"279","cg04162383","7"
"280","cg04195831","2"
"281","cg04211179","2"
"282","cg04215950","3"
"283","cg04219726","12"
"284","cg04221738","7"
"285","cg04234543","11"
"286","cg04252762","3"
"287","cg04260955","1"
"288","cg04264289","8"
"289","cg04275881","10"
"290","cg04287168","2"
"291","cg04287259","2"
"292","cg04290579","5"
"293","cg04309375","11"
"294","cg04344730","3"
"295","cg04344749","12"
"296","cg04348222","9"
"297","cg04365202","6"
"298","cg04440027","5"
"299","cg04446579","6"
"300","cg04455180","5"
"301","cg04469686","10"
"302","cg04484579","6"
"303","cg04507775","5"
"304","cg04509221","8"
"305","cg04526480","3"
"306","cg04561731","1"
"307","cg04567445","6"
"308","cg04577625","5"
"309","cg04578903","6"
"310","cg04578935","10"
"311","cg04582424","6"
"312","cg04607379","11"
"313","cg04608326","4"
"314","cg04608356","5"
"315","cg04611670","2"
"316","cg04621654","5"
"317","cg04691277","10"
"318","cg04792270","10"
"319","cg04830316","2"
"320","cg04837847","3"
"321","cg04839207","12"
"322","cg04847273","12"
"323","cg04851465","8"
"324","cg04857033","1"
"325","cg04863713","10"
"326","cg04865113","11"
"327","cg04871726","10"
"328","cg04871778","10"
"329","cg04873053","1"
"330","cg04880253","3"
"331","cg04882349","3"
"332","cg04889790","2"
"333","cg04890480","3"
"334","cg04895202","3"
"335","cg04898719","1"
"336","cg04899446","3"
"337","cg04934519","8"
"338","cg04969937","10"
"339","cg04974499","11"
"340","cg04975617","6"
"341","cg04976337","5"
"342","cg04977858","2"
"343","cg04981007","11"
"344","cg04983977","12"
"345","cg04989278","10"
"346","cg04992704","6"
"347","cg04992757","8"
"348","cg04993112","11"
"349","cg04997235","3"
"350","cg05034124","3"
"351","cg05034656","2"
"352","cg05036103","8"
"353","cg05042706","3"
"354","cg05049329","5"
"355","cg05051117","6"
"356","cg05052969","6"
"357","cg05065177","8"
"358","cg05123974","11"
"359","cg05126036","11"
"360","cg05129325","10"
"361","cg05133706","11"
"362","cg05210886","6"
"363","cg05223638","7"
"364","cg05229416","2"
"365","cg05262369","11"
"366","cg05270291","6"
"367","cg05322273","5"
"368","cg05348888","8"
"369","cg05349159","8"
"370","cg05363616","6"
"371","cg05374718","5"
"372","cg05380570","5"
"373","cg05385282","11"
"374","cg05385377","5"
"375","cg05390183","11"
"376","cg05392265","9"
"377","cg05396298","11"
"378","cg05398095","3"
"379","cg05421688","5"
"380","cg05463325","12"
"381","cg05524246","5"
"382","cg05527530","10"
"383","cg05530459","5"
"384","cg05622465","5"
"385","cg05644049","11"
"386","cg05650810","1"
"387","cg05653018","11"
"388","cg05700129","6"
"389","cg05768419","7"
"390","cg05790960","11"
"391","cg05800782","7"
"392","cg05808004","7"
"393","cg05808783","8"
"394","cg05822335","11"
"395","cg05848175","6"
"396","cg05894797","6"
"397","cg05898524","12"
"398","cg05920420","11"
"399","cg05923103","5"
"400","cg05927068","10"
"401","cg05941864","1"
"402","cg05957703","8"
"403","cg05959381","4"
"404","cg05968822","2"
"405","cg06011285","5"
"406","cg06035250","9"
"407","cg06063714","12"
"408","cg06081557","8"
"409","cg06086933","8"
"410","cg06122825","8"
"411","cg06154570","6"
"412","cg06175512","4"
"413","cg06187528","8"
"414","cg06190406","7"
"415","cg06190616","11"
"416","cg06198312","11"
"417","cg06202149","6"
"418","cg06219995","1"
"419","cg06239131","7"
"420","cg06258549","2"
"421","cg06313507","11"
"422","cg06320175","8"
"423","cg06356308","7"
"424","cg06507987","1"
"425","cg06521149","11"
"426","cg06538426","11"
"427","cg06547175","11"
"428","cg06599927","6"
"429","cg06619428","2"
"430","cg06621080","2"
"431","cg06645987","8"
"432","cg06646112","3"
"433","cg06649639","2"
"434","cg06665322","11"
"435","cg06665535","1"
