"","V1","V2"
"1","cg00000363","11"
"2","cg00011203","7"
"3","cg00023726","2"
"4","cg00030604","8"
"5","cg00063748","9"
"6","cg00067518","9"
"7","cg00071250","9"
"8","cg00075975","2"
"9","cg00085790","10"
"10","cg00086243","4"
"11","cg00107782","7"
"12","cg00113315","1"
"13","cg00117172","5"
"14","cg00123090","10"
"15","cg00125858","9"
"16","cg00145253","7"
"17","cg00146669","2"
"18","cg00155314","7"
"19","cg00165078","2"
"20","cg00172227","10"
"21","cg00175403","6"
"22","cg00183684","7"
"23","cg00184452","11"
"24","cg00245492","2"
"25","cg00250483","9"
"26","cg00258499","3"
"27","cg00295780","6"
"28","cg00300046","1"
"29","cg00303378","8"
"30","cg00307818","6"
"31","cg00313981","11"
"32","cg00314892","10"
"33","cg00349573","3"
"34","cg00365524","4"
"35","cg00375983","6"
"36","cg00387445","7"
"37","cg00396991","11"
"38","cg00410422","8"
"39","cg00419117","1"
"40","cg00423486","11"
"41","cg00432789","2"
"42","cg00456299","7"
"43","cg00489772","9"
"44","cg00491404","10"
"45","cg00500229","7"
"46","cg00502597","4"
"47","cg00504341","2"
"48","cg00514268","5"
"49","cg00527174","5"
"50","cg00541683","7"
"51","cg00543456","2"
"52","cg00560632","9"
"53","cg00569244","5"
"54","cg00576075","6"
"55","cg00580652","11"
"56","cg00581017","5"
"57","cg00582948","2"
"58","cg00583147","1"
"59","cg00648573","2"
"60","cg00654657","1"
"61","cg00655913","5"
"62","cg00656881","9"
"63","cg00660272","7"
"64","cg00690710","7"
"65","cg00699898","7"
"66","cg00712409","6"
"67","cg00713925","5"
"68","cg00715811","3"
"69","cg00721635","2"
"70","cg00730820","6"
"71","cg00763223","2"
"72","cg00764894","9"
"73","cg00765992","2"
"74","cg00812770","9"
"75","cg00833822","11"
"76","cg00853979","11"
"77","cg00882235","5"
"78","cg00883218","4"
"79","cg00925802","1"
"80","cg00929523","11"
"81","cg00930781","9"
"82","cg00944433","6"
"83","cg00945108","6"
"84","cg00968890","8"
"85","cg00970057","6"
"86","cg00978203","10"
"87","cg00980058","7"
"88","cg00994394","2"
"89","cg01011918","9"
"90","cg01037895","9"
"91","cg01057552","1"
