"","V1","V2"
"1","cg00012362","3"
"2","cg00013369","10"
"3","cg00016593","1"
"4","cg00017970","2"
"5","cg00036347","7"
"6","cg00038020","11"
"7","cg00040986","10"
"8","cg00049253","5"
"9","cg00065048","4"
"10","cg00078456","2"
"11","cg00088080","1"
"12","cg00093436","10"
"13","cg00123104","6"
"14","cg00153395","9"
"15","cg00155732","9"
"16","cg00158227","7"
"17","cg00160981","6"
"18","cg00161124","8"
"19","cg00163541","1"
"20","cg00168193","1"
"21","cg00171947","1"
"22","cg00212470","1"
"23","cg00246451","7"
"24","cg00251678","3"
"25","cg00255699","3"
"26","cg00256632","10"
"27","cg00259249","2"
"28","cg00272446","6"
"29","cg00295182","3"
"30","cg00297832","7"
"31","cg00303919","10"
"32","cg00304388","5"
"33","cg00321850","6"
"34","cg00324257","2"
"35","cg00328227","6"
"36","cg00330370","8"
"37","cg00330490","9"
"38","cg00338002","6"
"39","cg00339687","2"
"40","cg00340127","11"
"41","cg00346446","9"
"42","cg00348992","8"
"43","cg00350642","9"
"44","cg00352106","3"
"45","cg00383763","2"
"46","cg00446235","5"
"47","cg00452133","4"
"48","cg00458949","11"
"49","cg00475456","10"
"50","cg00500989","6"
"51","cg00521434","10"
"52","cg00546307","2"
"53","cg00547365","1"
"54","cg00567930","11"
"55","cg00568910","9"
"56","cg00570000","4"
"57","cg00581603","3"
"58","cg00583526","8"
"59","cg00616624","10"
"60","cg00643651","11"
"61","cg00646396","7"
"62","cg00647004","9"
"63","cg00653615","4"
"64","cg00663739","5"
"65","cg00666014","5"
"66","cg00698169","11"
"67","cg00705059","7"
"68","cg00714309","9"
"69","cg00714888","7"
"70","cg00719568","11"
"71","cg00729875","2"
"72","cg00760067","1"
"73","cg00764632","1"
"74","cg00765830","5"
"75","cg00773460","1"
"76","cg00775374","8"
"77","cg00778190","7"
"78","cg00779928","10"
"79","cg00804354","7"
"80","cg00808352","2"
"81","cg00838423","7"
"82","cg00842602","10"
"83","cg00850481","9"
"84","cg00851518","3"
"85","cg00857921","4"
"86","cg00857963","1"
"87","cg00859178","3"
"88","cg00866953","5"
"89","cg00891995","2"
"90","cg00892096","1"
"91","cg00901051","8"
"92","cg00901843","11"
"93","cg00909226","10"
"94","cg00912946","10"
"95","cg00917101","2"
"96","cg00931957","1"
"97","cg00932104","2"
"98","cg00934017","1"
"99","cg00940433","10"
"100","cg00950004","1"
"101","cg00950718","7"
"102","cg00953327","5"
"103","cg00958927","9"
"104","cg00960147","10"
"105","cg00966078","1"
"106","cg00980319","5"
"107","cg00981945","1"
"108","cg01002233","10"
"109","cg01002622","2"
"110","cg01017147","4"
"111","cg01017257","9"
"112","cg01053621","10"
"113","cg01055562","7"
"114","cg01057635","9"
"115","cg01065210","10"
"116","cg01077274","4"
"117","cg01122889","8"
"118","cg01143423","5"
"119","cg01165362","11"
"120","cg01236573","2"
"121","cg01259156","7"
"122","cg01260170","7"
"123","cg01279219","1"
"124","cg01309569","3"
"125","cg01328548","5"
"126","cg01346589","5"
"127","cg01356829","7"
"128","cg01405084","10"
"129","cg01413005","3"
"130","cg01413809","6"
"131","cg01436372","5"
"132","cg01442843","9"
"133","cg01447427","2"
"134","cg01467503","11"
"135","cg01486239","10"
"136","cg01512026","7"
"137","cg01519195","11"
"138","cg01530981","7"
"139","cg01557951","6"
"140","cg01560900","3"
"141","cg01573949","10"
"142","cg01580568","1"
"143","cg01647314","7"
"144","cg01665243","7"
"145","cg01693598","9"
"146","cg01710361","6"
"147","cg01715745","2"
"148","cg01747796","3"
"149","cg01765600","3"
"150","cg01792532","4"
"151","cg01804281","10"
"152","cg01809217","4"
"153","cg01816880","11"
"154","cg01832549","2"
"155","cg01834614","8"
"156","cg01858866","2"
"157","cg01869896","2"
"158","cg01876812","2"
"159","cg01877084","2"
"160","cg01905489","6"
"161","cg01907016","10"
"162","cg01917259","11"
"163","cg01931883","1"
"164","cg01934856","10"
"165","cg01937809","3"
"166","cg01941586","1"
"167","cg01945038","10"
"168","cg01946451","6"
"169","cg01947769","9"
"170","cg01966390","8"
"171","cg01966665","9"
"172","cg02035751","9"
"173","cg02044320","1"
"174","cg02049180","3"
"175","cg02053477","11"
"176","cg02060627","11"
"177","cg02063165","6"
"178","cg02073224","11"
"179","cg02073304","6"
"180","cg02097890","1"
"181","cg02098619","7"
"182","cg02103822","1"
"183","cg02124912","3"
"184","cg02173128","1"
"185","cg02173484","6"
"186","cg02233614","7"
"187","cg02237734","4"
"188","cg02237875","11"
"189","cg02251754","3"
"190","cg02253701","5"
"191","cg02275294","7"
"192","cg02292066","8"
"193","cg02338965","1"
"194","cg02340851","7"
"195","cg02361458","8"
"196","cg02361903","9"
"197","cg02369542","6"
"198","cg02396836","6"
"199","cg02431672","7"
"200","cg02451888","1"
"201","cg02454025","11"
"202","cg02459569","9"
"203","cg02493217","9"
"204","cg02516288","6"
"205","cg02557906","9"
"206","cg02560699","11"
"207","cg02562544","11"
"208","cg02574254","1"
"209","cg02613223","1"
"210","cg02631189","3"
"211","cg02658730","6"
"212","cg02661372","4"
"213","cg02673901","9"
"214","cg02674925","10"
"215","cg02687883","11"
"216","cg02697373","4"
"217","cg02709323","11"
"218","cg02736395","4"
"219","cg02787967","2"
"220","cg02818189","3"
"221","cg02835274","3"
"222","cg02838683","11"
"223","cg02839875","3"
"224","cg02847588","4"
"225","cg02850689","2"
"226","cg02860281","8"
"227","cg02887997","4"
"228","cg02890365","1"
"229","cg02890457","5"
"230","cg02895948","2"
"231","cg02907132","11"
"232","cg02911408","11"
"233","cg02923972","3"
"234","cg02928840","11"
"235","cg02930200","8"
"236","cg02931644","11"
"237","cg02951974","6"
"238","cg02955020","1"
"239","cg02977524","2"
"240","cg02984188","4"
"241","cg02993069","8"
"242","cg02996142","5"
"243","cg03006077","3"
"244","cg03043696","2"
"245","cg03046886","6"
"246","cg03058371","1"
"247","cg03108176","1"
"248","cg03117079","6"
"249","cg03124858","3"
"250","cg03148889","9"
"251","cg03165378","9"
"252","cg03182908","9"
"253","cg03211098","1"
"254","cg03261473","1"
"255","cg03263730","8"
"256","cg03301801","10"
"257","cg03312427","3"
"258","cg03331978","4"
"259","cg03342805","10"
"260","cg03343013","6"
"261","cg03352427","10"
"262","cg03373960","11"
"263","cg03394722","3"
"264","cg03400139","9"
"265","cg03400623","2"
"266","cg03434085","1"
"267","cg03445220","9"
"268","cg03461431","9"
"269","cg03478588","1"
"270","cg03517919","9"
"271","cg03537386","3"
"272","cg03542222","10"
"273","cg03549293","10"
"274","cg03580787","1"
"275","cg03593358","7"
"276","cg03598313","10"
"277","cg03605773","6"
"278","cg03610117","1"
"279","cg03610604","4"
"280","cg03625911","4"
"281","cg03641225","6"
"282","cg03646354","1"
"283","cg03648020","4"
"284","cg03653817","9"
"285","cg03701795","6"
"286","cg03714163","5"
"287","cg03724010","1"
"288","cg03749081","1"
"289","cg03760839","7"
"290","cg03764585","4"
"291","cg03845435","1"
"292","cg03864005","10"
"293","cg03884082","8"
"294","cg03887502","1"
"295","cg03888033","6"
"296","cg03892457","2"
"297","cg03912703","7"
"298","cg03916225","9"
"299","cg03938015","1"
"300","cg03939105","7"
"301","cg03959918","10"
"302","cg03974889","8"
"303","cg03981685","3"
"304","cg03984502","1"
"305","cg03985415","4"
"306","cg03988297","3"
"307","cg04008821","6"
"308","cg04019843","1"
"309","cg04036898","11"
"310","cg04055835","3"
"311","cg04094791","3"
"312","cg04095045","5"
"313","cg04102905","3"
"314","cg04107003","9"
"315","cg04118124","11"
"316","cg04122161","3"
"317","cg04130507","6"
"318","cg04137530","10"
"319","cg04137576","9"
"320","cg04142011","10"
"321","cg04155855","10"
"322","cg04166874","5"
"323","cg04212092","6"
"324","cg04237608","2"
"325","cg04237618","1"
"326","cg04259720","3"
"327","cg04275362","11"
"328","cg04277097","9"
"329","cg04292672","1"
"330","cg04309384","5"
"331","cg04310489","5"
"332","cg04316941","7"
"333","cg04348247","10"
"334","cg04386839","3"
"335","cg04391463","4"
"336","cg04403423","11"
"337","cg04410756","9"
"338","cg04411044","2"
"339","cg04432133","10"
"340","cg04558298","8"
"341","cg04562755","10"
"342","cg04562757","11"
"343","cg04602755","2"
"344","cg04607131","9"
"345","cg04609090","10"
"346","cg04622024","6"
"347","cg04637372","2"
"348","cg04640821","5"
"349","cg04703535","11"
"350","cg04720592","11"
"351","cg04724659","11"
"352","cg04777112","2"
"353","cg04777348","3"
"354","cg04788390","2"
"355","cg04835685","1"
"356","cg04839673","10"
"357","cg04857403","6"
"358","cg04861904","8"
"359","cg04865976","4"
"360","cg04871498","8"
"361","cg04886857","9"
"362","cg04891053","4"
"363","cg04894027","11"
"364","cg04894463","9"
"365","cg04896191","11"
"366","cg04896949","8"
"367","cg04901835","6"
"368","cg04902474","9"
"369","cg04919596","6"
"370","cg04922029","2"
"371","cg04943879","11"
"372","cg04972459","4"
"373","cg04981152","5"
"374","cg04984052","4"
"375","cg04984556","11"
"376","cg04986781","4"
"377","cg04999950","8"
"378","cg05004665","7"
"379","cg05038881","9"
"380","cg05045817","4"
"381","cg05046020","11"
"382","cg05118916","6"
"383","cg05129050","4"
"384","cg05157904","10"
"385","cg05178502","6"
"386","cg05188549","5"
"387","cg05193538","8"
"388","cg05208572","6"
"389","cg05304729","2"
"390","cg05307957","5"
"391","cg05338187","9"
"392","cg05338397","2"
"393","cg05365199","9"
"394","cg05374271","3"
"395","cg05379302","8"
"396","cg05461666","10"
"397","cg05464581","1"
"398","cg05523897","11"
"399","cg05527507","8"
"400","cg05596294","7"
"401","cg05598969","5"
"402","cg05626664","9"
"403","cg05628625","10"
"404","cg05638821","11"
"405","cg05643188","7"
"406","cg05649922","4"
"407","cg05658549","9"
"408","cg05696034","6"
"409","cg05699921","11"
"410","cg05708073","3"
"411","cg05723953","1"
"412","cg05726701","1"
"413","cg05756492","3"
"414","cg05756780","6"
"415","cg05762488","9"
"416","cg05768558","8"
"417","cg05773309","7"
"418","cg05783233","4"
"419","cg05785348","8"
"420","cg05794695","8"
"421","cg05803741","10"
"422","cg05916196","10"
"423","cg05933510","9"
"424","cg05934660","7"
"425","cg05938958","3"
"426","cg05944661","3"
"427","cg05948872","9"
"428","cg05950212","9"
"429","cg05957749","9"
"430","cg05969378","3"
"431","cg06084534","1"
"432","cg06086071","9"
"433","cg06094482","2"
"434","cg06095777","8"
"435","cg06099303","11"
"436","cg06101324","4"
"437","cg06121450","8"
"438","cg06157219","6"
"439","cg06161657","10"
"440","cg06180389","2"
"441","cg06182121","1"
"442","cg06186137","2"
"443","cg06186450","9"
