"","V1","V2"
"1","cg00008446","10"
"2","cg00013409","5"
"3","cg00028507","2"
"4","cg00056754","2"
"5","cg00064261","6"
"6","cg00065957","6"
"7","cg00066554","12"
"8","cg00068433","11"
"9","cg00094044","3"
"10","cg00095526","3"
"11","cg00097790","3"
"12","cg00101629","9"
"13","cg00102266","12"
"14","cg00113712","11"
"15","cg00120825","9"
"16","cg00147943","12"
"17","cg00151048","12"
"18","cg00164546","11"
"19","cg00165323","6"
"20","cg00171942","11"
"21","cg00174428","6"
"22","cg00175150","9"
"23","cg00178877","12"
"24","cg00208830","11"
"25","cg00212521","2"
"26","cg00215182","11"
"27","cg00247426","8"
"28","cg00282347","5"
"29","cg00295382","11"
"30","cg00297334","2"
"31","cg00309945","8"
"32","cg00310404","12"
"33","cg00312809","2"
"34","cg00326300","2"
"35","cg00340251","12"
"36","cg00341415","9"
"37","cg00384553","2"
"38","cg00384847","2"
"39","cg00387551","12"
"40","cg00389081","1"
"41","cg00390654","12"
"42","cg00393247","12"
"43","cg00404394","8"
"44","cg00447682","5"
"45","cg00459116","11"
"46","cg00466334","5"
"47","cg00466402","3"
"48","cg00479101","6"
"49","cg00484358","10"
"50","cg00493831","5"
"51","cg00497172","9"
"52","cg00524963","2"
"53","cg00554413","6"
"54","cg00560689","11"
"55","cg00561287","6"
"56","cg00615260","7"
"57","cg00618291","11"
"58","cg00645628","1"
"59","cg00664666","2"
"60","cg00690392","12"
"61","cg00701856","9"
"62","cg00713435","11"
"63","cg00715290","6"
"64","cg00716660","11"
"65","cg00730172","6"
"66","cg00765655","6"
"67","cg00768179","11"
"68","cg00768741","11"
"69","cg00774867","9"
"70","cg00779166","6"
"71","cg00779565","11"
"72","cg00794881","6"
"73","cg00813993","6"
"74","cg00830599","3"
"75","cg00830850","11"
"76","cg00851627","3"
"77","cg00853964","5"
"78","cg00858294","12"
"79","cg00881010","3"
"80","cg00883837","9"
"81","cg00894252","3"
"82","cg00910616","9"
"83","cg00910861","9"
"84","cg00922857","12"
"85","cg00954875","12"
"86","cg00957516","6"
"87","cg00958241","11"
"88","cg00964400","3"
"89","cg00967809","11"
"90","cg00981443","12"
"91","cg00988548","9"
"92","cg00996847","2"
"93","cg01002030","6"
"94","cg01004918","2"
"95","cg01012666","12"
"96","cg01016521","5"
"97","cg01024783","2"
"98","cg01051545","6"
"99","cg01075559","12"
"100","cg01079872","1"
"101","cg01083589","12"
"102","cg01092932","1"
"103","cg01124530","9"
"104","cg01150641","5"
"105","cg01172735","6"
"106","cg01172972","6"
"107","cg01189112","5"
"108","cg01191660","2"
"109","cg01209226","7"
"110","cg01220651","6"
"111","cg01235983","1"
"112","cg01276323","2"
"113","cg01277844","5"
"114","cg01333884","12"
"115","cg01352906","3"
"116","cg01403607","11"
"117","cg01411912","2"
"118","cg01424901","8"
"119","cg01429408","9"
"120","cg01436608","6"
"121","cg01447344","12"
"122","cg01455981","2"
"123","cg01534765","9"
"124","cg01555014","6"
"125","cg01564925","12"
"126","cg01569204","5"
"127","cg01571579","5"
"128","cg01647724","1"
"129","cg01713250","11"
"130","cg01715088","6"
"131","cg01717246","1"
"132","cg01730970","7"
"133","cg01784507","5"
"134","cg01793178","2"
"135","cg01796075","9"
"136","cg01799460","8"
"137","cg01819745","5"
"138","cg01827761","2"
"139","cg01849198","6"
"140","cg01868128","2"
"141","cg01881870","5"
"142","cg01899797","5"
"143","cg01905478","2"
"144","cg01918604","1"
"145","cg01918706","7"
"146","cg01919912","11"
"147","cg01928574","3"
"148","cg01935086","2"
"149","cg01939825","9"
"150","cg01941755","6"
"151","cg01953591","6"
"152","cg01974817","12"
"153","cg01977798","9"
"154","cg01980854","12"
"155","cg02022339","10"
"156","cg02062404","11"
"157","cg02081976","5"
"158","cg02082083","9"
"159","cg02097014","10"
"160","cg02100997","6"
"161","cg02102020","5"
"162","cg02105034","7"
"163","cg02106385","1"
"164","cg02144516","3"
"165","cg02162421","12"
"166","cg02223962","11"
"167","cg02254181","12"
"168","cg02278414","3"
"169","cg02286329","9"
"170","cg02289754","9"
"171","cg02295992","9"
"172","cg02410754","5"
"173","cg02415349","1"
"174","cg02446871","7"
"175","cg02453208","5"
"176","cg02480666","9"
"177","cg02482150","11"
"178","cg02495604","6"
"179","cg02503462","7"
"180","cg02538833","9"
"181","cg02555393","12"
"182","cg02568479","11"
"183","cg02569108","2"
"184","cg02616186","11"
"185","cg02693688","6"
"186","cg02710163","2"
"187","cg02718725","5"
"188","cg02728172","9"
"189","cg02752882","5"
"190","cg02767613","5"
"191","cg02840585","3"
"192","cg02841875","11"
"193","cg02843687","5"
"194","cg02899788","6"
"195","cg02905426","9"
"196","cg02907021","1"
"197","cg02910959","6"
"198","cg02915259","1"
"199","cg02918893","6"
