"","V1","V2"
"1","cg00526163","11"
"2","cg01766368","9"
"3","cg01888206","11"
"4","cg03317293","11"
"5","cg03521775","11"
"6","cg03534196","11"
"7","cg04361527","11"
"8","cg05004785","11"
"9","cg05300697","6"
"10","cg07118078","11"
"11","cg07346836","11"
"12","cg17756288","11"
"13","cg19157971","11"
"14","cg26131911","11"
"15","cg26839284","11"
"16","cg03202477","11"
"17","cg16149226","11"
"18","cg16404937","11"
"19","cg18155032","11"
"20","cg21250164","11"
"21","cg21519172","11"
"22","ch.2.119267486F","6"
"23","cg02114449","6"
"24","cg03864338","11"
"25","cg16848490","11"
"26","cg17468841","11"
"27","cg18849015","6"
"28","cg18868788","11"
"29","cg27109131","11"
"30","cg04798523","11"
"31","cg11125787","11"
"32","cg11185039","11"
"33","cg11372831","11"
"34","ch.4.188979129F","11"
"35","cg00068621","11"
"36","cg02352687","6"
"37","cg11399754","11"
"38","cg17617946","6"
"39","cg22775896","11"
"40","ch.5.2522686R","11"
"41","cg03051439","11"
"42","cg03322239","11"
"43","cg03835793","11"
"44","cg06336824","11"
"45","cg10308812","11"
"46","cg10586997","11"
"47","cg13252915","11"
"48","cg13301043","11"
"49","cg13324205","6"
"50","cg22950391","11"
"51","cg23815915","11"
"52","cg24342628","11"
"53","cg27659622","11"
"54","ch.6.40116829F","6"
"55","cg00563090","6"
"56","cg11601662","6"
"57","cg15423613","9"
"58","ch.7.83866664R","6"
"59","ch.7.130936447R","6"
"60","cg01466771","11"
"61","cg02510299","6"
"62","cg06639722","11"
"63","cg13580084","11"
"64","cg18511989","6"
"65","cg06242146","11"
"66","cg03579942","11"
"67","cg04701182","11"
"68","cg07001545","6"
"69","ch.10.1922786R","11"
"70","cg01693503","11"
"71","cg05343799","11"
"72","cg08803878","11"
"73","cg12540453","11"
"74","cg16185379","11"
"75","cg17356532","11"
"76","cg19038968","11"
"77","cg24515202","11"
"78","cg02950740","11"
"79","cg06638748","11"
"80","cg11225935","11"
"81","cg18776463","11"
"82","cg23162343","11"
"83","ch.12.124321348F","11"
"84","cg00102591","11"
"85","cg01714890","6"
"86","cg12251571","11"
"87","cg22600945","11"
"88","cg26767761","11"
"89","cg04284137","11"
"90","cg07544511","11"
"91","cg00388987","11"
"92","cg02119764","11"
