"","V1","V2"
"1","cg00025357","4"
"2","cg00028022","7"
"3","cg00034556","11"
"4","cg00035847","3"
"5","cg00044354","5"
"6","cg00056433","4"
"7","cg00084271","7"
"8","cg00097599","8"
"9","cg00102166","3"
"10","cg00102955","8"
"11","cg00112042","4"
"12","cg00121533","8"
"13","cg00123214","9"
"14","cg00124902","7"
"15","cg00124920","9"
"16","cg00154920","9"
"17","cg00160914","3"
"18","cg00162064","5"
"19","cg00173776","9"
"20","cg00178850","11"
"21","cg00247803","2"
"22","cg00252781","11"
"23","cg00254956","2"
"24","cg00261690","5"
"25","cg00291837","9"
"26","cg00292669","1"
"27","cg00294940","9"
"28","cg00300303","5"
"29","cg00305071","11"
"30","cg00313914","3"
"31","cg00320094","1"
"32","cg00325531","3"
"33","cg00340138","2"
"34","cg00343906","1"
"35","cg00345083","7"
"36","cg00359365","3"
"37","cg00382740","2"
"38","cg00387621","2"
"39","cg00407231","1"
"40","cg00419321","6"
"41","cg00438309","2"
"42","cg00458793","2"
"43","cg00501765","5"
"44","cg00505133","8"
"45","cg00567190","4"
"46","cg00587890","2"
"47","cg00589617","11"
"48","cg00644847","5"
"49","cg00658151","4"
"50","cg00665106","11"
"51","cg00666641","9"
"52","cg00697486","2"
"53","cg00699919","2"
"54","cg00702417","6"
"55","cg00734567","1"
"56","cg00775781","5"
"57","cg00785941","4"
"58","cg00791851","9"
"59","cg00791854","11"
"60","cg00852924","1"
"61","cg00855731","2"
"62","cg00862398","9"
"63","cg00864916","9"
"64","cg00864945","4"
"65","cg00888758","2"
"66","cg00892060","5"
"67","cg00903584","8"
"68","cg00913954","5"
"69","cg00914726","6"
"70","cg00915556","2"
"71","cg00916659","5"
"72","cg00917471","1"
"73","cg00923744","4"
"74","cg00924017","6"
"75","cg00942920","11"
"76","cg00957688","3"
"77","cg00967073","11"
"78","cg00974864","1"
"79","cg00995520","1"
"80","cg00995854","5"
"81","cg01012936","2"
"82","cg01021334","9"
"83","cg01049849","2"
"84","cg01063088","4"
"85","cg01068808","5"
"86","cg01076495","5"
"87","cg01081438","4"
"88","cg01097408","9"
"89","cg01182697","11"
"90","cg01185754","3"
"91","cg01195628","2"
"92","cg01198591","4"
"93","cg01229567","3"
"94","cg01261194","1"
"95","cg01296877","7"
"96","cg01301282","3"
"97","cg01320130","1"
"98","cg01402255","5"
"99","cg01421119","9"
"100","cg01427815","1"
"101","cg01440934","5"
"102","cg01447096","11"
"103","cg01511231","11"
"104","cg01517571","9"
"105","cg01521258","4"
"106","cg01540595","1"
"107","cg01556552","9"
"108","cg01599460","2"
"109","cg01631408","2"
"110","cg01659176","1"
"111","cg01701555","1"
"112","cg01710147","1"
"113","cg01723892","5"
"114","cg01727431","5"
"115","cg01768082","5"
"116","cg01769468","2"
"117","cg01787798","5"
"118","cg01796338","2"
"119","cg01798157","5"
"120","cg01802772","4"
"121","cg01823958","1"
"122","cg01833485","1"
"123","cg01858698","3"
"124","cg01864564","4"
"125","cg01881062","9"
"126","cg01894875","1"
"127","cg01909160","2"
"128","cg01910727","5"
"129","cg01913436","1"
"130","cg01942971","9"
"131","cg01943692","11"
"132","cg01961752","4"
"133","cg01966974","1"
"134","cg01971160","3"
"135","cg01974375","5"
"136","cg02051981","9"
"137","cg02063695","3"
"138","cg02086866","5"
"139","cg02152650","2"
"140","cg02175308","11"
"141","cg02206259","3"
"142","cg02238461","11"
"143","cg02276490","8"
"144","cg02297043","1"
"145","cg02304930","6"
"146","cg02336364","2"
"147","cg02341480","5"
"148","cg02368869","2"
"149","cg02421543","10"
"150","cg02439789","5"
"151","cg02440562","2"
"152","cg02449698","5"
"153","cg02451774","11"
"154","cg02452639","9"
"155","cg02468627","2"
"156","cg02481741","2"
"157","cg02482460","8"
"158","cg02483449","11"
"159","cg02487331","7"
"160","cg02488934","5"
"161","cg02515103","8"
"162","cg02569142","9"
"163","cg02586212","11"
"164","cg02625804","11"
"165","cg02634341","11"
"166","cg02637253","11"
"167","cg02754945","11"
"168","cg02756939","3"
"169","cg02764188","2"
"170","cg02767788","2"
"171","cg02769705","1"
"172","cg02795029","10"
"173","cg02862467","1"
"174","cg02889973","1"
"175","cg02890259","7"
"176","cg02897366","11"
"177","cg02901136","9"
"178","cg02922879","2"
"179","cg02952913","11"
"180","cg02954704","2"
"181","cg02956542","1"
"182","cg02958263","5"
"183","cg02959609","3"
"184","cg02978220","2"
"185","cg03001234","2"
"186","cg03003073","6"
"187","cg03005293","1"
"188","cg03017824","9"
"189","cg03053553","2"
"190","cg03102824","2"
"191","cg03113358","9"
"192","cg03129555","2"
"193","cg03196666","5"
"194","cg03213775","5"
"195","cg03217880","9"
"196","cg03221390","7"
"197","cg03224005","2"
"198","cg03263197","5"
"199","cg03273382","10"
"200","cg03320947","10"
"201","cg03340356","11"
"202","cg03341469","3"
"203","cg03344490","6"
"204","cg03388409","11"
"205","cg03396347","5"
"206","cg03406535","4"
"207","cg03420970","2"
"208","cg03423916","6"
"209","cg03433033","5"
"210","cg03440799","5"
"211","cg03441279","2"
"212","cg03443676","2"
"213","cg03458344","9"
"214","cg03476000","6"
"215","cg03483626","11"
"216","cg03513464","1"
"217","cg03517466","11"
"218","cg03517918","2"
"219","cg03536711","5"
"220","cg03541331","2"
"221","cg03547581","11"
"222","cg03593336","11"
"223","cg03655701","9"
"224","cg03725309","1"
"225","cg03732007","4"
"226","cg03732263","4"
"227","cg03748986","1"
"228","cg03763769","6"
"229","cg03812309","9"
"230","cg03846767","2"
"231","cg03884592","9"
"232","cg03907454","6"
"233","cg03920003","4"
"234","cg03921839","2"
"235","cg03935359","1"
"236","cg03954786","9"
"237","cg03954991","4"
"238","cg03960908","2"
"239","cg03970567","9"
"240","cg03991120","3"
"241","cg04011995","9"
"242","cg04012535","1"
"243","cg04031361","1"
"244","cg04079215","5"
"245","cg04083966","2"
"246","cg04096525","2"
"247","cg04104489","2"
"248","cg04127455","11"
"249","cg04132017","2"
"250","cg04161902","2"
"251","cg04167126","2"
"252","cg04179952","8"
"253","cg04206665","2"
"254","cg04217177","9"
"255","cg04219099","3"
"256","cg04246708","7"
"257","cg04295372","1"
"258","cg04311473","2"
"259","cg04317147","2"
"260","cg04329551","9"
"261","cg04342483","1"
"262","cg04350215","9"
"263","cg04395153","9"
"264","cg04411442","9"
"265","cg04471507","11"
"266","cg04482628","1"
"267","cg04488111","5"
"268","cg04496485","8"
"269","cg04496824","11"
"270","cg04505750","1"
"271","cg04508951","5"
"272","cg04515533","6"
"273","cg04574896","2"
"274","cg04605532","5"
"275","cg04610742","7"
"276","cg04673462","5"
"277","cg04735660","9"
"278","cg04785083","8"
"279","cg04788444","2"
"280","cg04811114","1"
"281","cg04830825","6"
"282","cg04835511","7"
"283","cg04837959","11"
"284","cg04845871","9"
"285","cg04846232","11"
"286","cg04850211","5"
"287","cg04863005","5"
"288","cg04876245","1"
"289","cg04877893","2"
"290","cg04878826","9"
"291","cg04882216","9"
"292","cg04888234","7"
