"","V1","V2"
"1","cg00006397","10"
"2","cg00014900","7"
"3","cg00023154","11"
"4","cg00032643","5"
"5","cg00041401","11"
"6","cg00099768","6"
"7","cg00101227","2"
"8","cg00118966","5"
"9","cg00122254","11"
"10","cg00145915","7"
"11","cg00149492","2"
"12","cg00155514","1"
"13","cg00162421","5"
"14","cg00163089","7"
"15","cg00187465","2"
"16","cg00198436","11"
"17","cg00223950","6"
"18","cg00247489","1"
"19","cg00252149","2"
"20","cg00307483","6"
"21","cg00307685","2"
"22","cg00312474","11"
"23","cg00325149","6"
"24","cg00327483","10"
"25","cg00338345","11"
"26","cg00338758","2"
"27","cg00340584","6"
"28","cg00341602","11"
"29","cg00347280","11"
"30","cg00358660","1"
"31","cg00368415","6"
"32","cg00397740","11"
"33","cg00413849","4"
"34","cg00418219","9"
"35","cg00418303","2"
"36","cg00420347","10"
"37","cg00428296","2"
"38","cg00461770","9"
"39","cg00464768","9"
"40","cg00480136","11"
"41","cg00520096","1"
"42","cg00528052","11"
"43","cg00545705","7"
"44","cg00568027","4"
"45","cg00584868","11"
"46","cg00630249","6"
"47","cg00649515","11"
"48","cg00651103","6"
"49","cg00657706","7"
"50","cg00660701","7"
"51","cg00664023","13"
"52","cg00690746","6"
"53","cg00694336","6"
"54","cg00738178","1"
"55","cg00759301","9"
"56","cg00761344","2"
"57","cg00762738","7"
"58","cg00766146","9"
"59","cg00785192","9"
"60","cg00786618","5"
"61","cg00791905","4"
"62","cg00794813","5"
"63","cg00801514","7"
"64","cg00804995","2"
"65","cg00808579","5"
"66","cg00825951","11"
"67","cg00830283","5"
"68","cg00860107","5"
"69","cg00861010","9"
"70","cg00890774","1"
"71","cg00900054","6"
"72","cg00906794","9"
"73","cg00913949","11"
"74","cg00920395","9"
"75","cg00921454","5"
"76","cg00936911","2"
"77","cg00946598","2"
"78","cg00956091","6"
"79","cg00961640","7"
"80","cg00967405","7"
"81","cg00967854","2"
"82","cg00971228","9"
"83","cg00982271","6"
"84","cg00992659","6"
"85","cg00993057","1"
"86","cg01000615","6"
"87","cg01008834","4"
"88","cg01019362","6"
"89","cg01024175","5"
"90","cg01040850","10"
"91","cg01051327","11"
"92","cg01056590","9"
"93","cg01060188","7"
"94","cg01063935","7"
"95","cg01067603","2"
"96","cg01114951","11"
"97","cg01119523","6"
"98","cg01120851","5"
"99","cg01139966","1"
"100","cg01140101","4"
"101","cg01178795","11"
"102","cg01225317","4"
"103","cg01281061","2"
"104","cg01313622","4"
"105","cg01318461","9"
"106","cg01324543","9"
"107","cg01347453","11"
"108","cg01397308","5"
"109","cg01417313","2"
"110","cg01417625","2"
"111","cg01420765","7"
"112","cg01442958","6"
"113","cg01443488","5"
"114","cg01485998","11"
"115","cg01501048","11"
"116","cg01514015","7"
"117","cg01558281","2"
"118","cg01561271","1"
"119","cg01603395","2"
"120","cg01605945","6"
"121","cg01656394","1"
"122","cg01671285","6"
"123","cg01719260","2"
"124","cg01724336","1"
"125","cg01727651","9"
"126","cg01756841","11"
"127","cg01757525","1"
"128","cg01762921","6"
"129","cg01763236","11"
"130","cg01768480","9"
"131","cg01770400","7"
"132","cg01773203","2"
"133","cg01786362","2"
