"","V1","V2"
"1","cg00002646","2"
"2","cg00003513","3"
"3","cg00011513","11"
"4","cg00017546","7"
"5","cg00024198","3"
"6","cg00050294","5"
"7","cg00057676","9"
"8","cg00069014","2"
"9","cg00082285","5"
"10","cg00085830","8"
"11","cg00098693","8"
"12","cg00103398","7"
"13","cg00107046","12"
"14","cg00155397","8"
"15","cg00157755","8"
"16","cg00160262","2"
"17","cg00164458","7"
"18","cg00167259","3"
"19","cg00169111","7"
"20","cg00171203","1"
"21","cg00173804","3"
"22","cg00175702","6"
"23","cg00176111","7"
"24","cg00242098","7"
"25","cg00252442","1"
"26","cg00253564","5"
"27","cg00254771","11"
"28","cg00279790","8"
"29","cg00294096","9"
"30","cg00296565","3"
"31","cg00321642","8"
"32","cg00329272","13"
"33","cg00358880","1"
"34","cg00383020","7"
"35","cg00383081","2"
"36","cg00395501","2"
"37","cg00402366","9"
"38","cg00408773","5"
"39","cg00417025","13"
"40","cg00421585","6"
"41","cg00426089","5"
"42","cg00463840","3"
"43","cg00464025","2"
"44","cg00466116","8"
"45","cg00499831","5"
"46","cg00502533","8"
"47","cg00529422","5"
"48","cg00532936","13"
"49","cg00535683","7"
"50","cg00579502","3"
"51","cg00613344","2"
"52","cg00626119","5"
"53","cg00653960","1"
"54","cg00690929","5"
"55","cg00692367","5"
"56","cg00716040","2"
"57","cg00761363","3"
"58","cg00770085","8"
"59","cg00777341","6"
"60","cg00813440","3"
"61","cg00815177","2"
"62","cg00818872","8"
"63","cg00826537","2"
"64","cg00826902","3"
"65","cg00855479","2"
"66","cg00882665","13"
"67","cg00885901","8"
"68","cg00887511","9"
"69","cg00890874","6"
"70","cg00894870","8"
"71","cg00901198","7"
"72","cg00903932","7"
"73","cg00925054","7"
"74","cg00941241","1"
"75","cg00954633","5"
"76","cg00960308","9"
"77","cg00961792","11"
"78","cg00964446","6"
"79","cg00983803","5"
"80","cg00987097","5"
"81","cg00994941","13"
"82","cg01011482","13"
"83","cg01016694","1"
"84","cg01053213","5"
"85","cg01055025","7"
"86","cg01058584","2"
"87","cg01060989","3"
"88","cg01062247","7"
"89","cg01062849","2"
"90","cg01064307","8"
"91","cg01066465","8"
"92","cg01082602","13"
"93","cg01139627","8"
"94","cg01145389","8"
"95","cg01152499","8"
"96","cg01186725","2"
"97","cg01313514","1"
"98","cg01335566","5"
"99","cg01340542","8"
"100","cg01363596","8"
"101","cg01364674","11"
"102","cg01367097","6"
"103","cg01368812","8"
"104","cg01372608","1"
"105","cg01373911","8"
"106","cg01412803","6"
"107","cg01437135","6"
"108","cg01450736","5"
"109","cg01459453","7"
"110","cg01472176","4"
"111","cg01482958","2"
"112","cg01507200","2"
"113","cg01517962","7"
"114","cg01569860","7"
"115","cg01589461","7"
"116","cg01589779","8"
"117","cg01605789","7"
"118","cg01614615","1"
"119","cg01625783","1"
"120","cg01653445","1"
"121","cg01654312","1"
"122","cg01692088","13"
"123","cg01697986","8"
"124","cg01720941","8"
"125","cg01728055","3"
"126","cg01765403","1"
"127","cg01798266","6"
"128","cg01800262","2"
