"","V1","V2"
"1","cg00002593","3"
"2","cg00004257","10"
"3","cg00010654","9"
"4","cg00010742","4"
"5","cg00018184","2"
"6","cg00023702","3"
"7","cg00025211","9"
"8","cg00033102","1"
"9","cg00045607","11"
"10","cg00048381","3"
"11","cg00083262","9"
"12","cg00087884","4"
"13","cg00089512","3"
"14","cg00091302","7"
"15","cg00094006","6"
"16","cg00103568","5"
"17","cg00112260","5"
"18","cg00120948","10"
"19","cg00128951","3"
"20","cg00152117","8"
"21","cg00153101","9"
"22","cg00155504","11"
"23","cg00156072","10"
"24","cg00157638","10"
"25","cg00165619","5"
"26","cg00165862","10"
"27","cg00168240","3"
"28","cg00170796","10"
"29","cg00174967","5"
"30","cg00203284","11"
"31","cg00205605","9"
"32","cg00211609","2"
"33","cg00250761","3"
"34","cg00251125","7"
"35","cg00267713","10"
"36","cg00305193","10"
"37","cg00319893","1"
"38","cg00328724","4"
"39","cg00340744","2"
"40","cg00345965","11"
"41","cg00349776","11"
"42","cg00419564","11"
"43","cg00420884","8"
"44","cg00425213","3"
"45","cg00426377","1"
"46","cg00492341","5"
"47","cg00501904","5"
"48","cg00504782","1"
"49","cg00519063","5"
"50","cg00532411","4"
"51","cg00534163","2"
"52","cg00538247","8"
"53","cg00539925","3"
"54","cg00546248","8"
"55","cg00553833","1"
"56","cg00556029","10"
"57","cg00563926","10"
"58","cg00580689","11"
"59","cg00584008","11"
"60","cg00589002","1"
"61","cg00590817","10"
"62","cg00609227","2"
"63","cg00619207","1"
"64","cg00660693","5"
"65","cg00665114","3"
"66","cg00667862","10"
"67","cg00667938","4"
"68","cg00691671","2"
"69","cg00692462","5"
"70","cg00700866","9"
"71","cg00702489","10"
"72","cg00718581","8"
"73","cg00722362","5"
"74","cg00750606","2"
"75","cg00756748","6"
"76","cg00757420","3"
"77","cg00760014","3"
"78","cg00763594","3"
"79","cg00764109","10"
"80","cg00784718","10"
"81","cg00785482","7"
"82","cg00797651","11"
"83","cg00808492","6"
"84","cg00809399","9"
"85","cg00838919","10"
