"","V1","V2"
"1","cg00018103","5"
"2","cg00020720","1"
"3","cg00040380","11"
"4","cg00049691","8"
"5","cg00119241","5"
"6","cg00143623","1"
"7","cg00147095","5"
"8","cg00172631","6"
"9","cg00178562","5"
"10","cg00184512","5"
"11","cg00223186","2"
"12","cg00233485","6"
"13","cg00249614","5"
"14","cg00299257","2"
"15","cg00300999","8"
"16","cg00314240","12"
"17","cg00318000","1"
"18","cg00393182","5"
"19","cg00417094","1"
"20","cg00517072","2"
"21","cg00575683","12"
"22","cg00689010","8"
"23","cg00723277","5"
"24","cg00756852","12"
"25","cg00808687","8"
"26","cg00856177","1"
"27","cg00912316","12"
"28","cg00923259","8"
"29","cg00935430","12"
"30","cg00940260","5"
"31","cg00947586","12"
"32","cg00954541","4"
"33","cg00960017","4"
"34","cg00964039","12"
"35","cg00985564","5"
"36","cg01009875","12"
"37","cg01020792","4"
"38","cg01061025","1"
"39","cg01065938","5"
"40","cg01068023","5"
"41","cg01080986","8"
"42","cg01083650","12"
"43","cg01104924","5"
"44","cg01177928","12"
"45","cg01183669","12"
"46","cg01184522","2"
"47","cg01229562","4"
"48","cg01267315","2"
"49","cg01293263","5"
"50","cg01336729","12"
"51","cg01385430","4"
"52","cg01421611","5"
"53","cg01429181","11"
"54","cg01436362","2"
"55","cg01490102","2"
"56","cg01511884","2"
"57","cg01515806","12"
"58","cg01515913","2"
"59","cg01516282","4"
"60","cg01561517","12"
"61","cg01573472","4"
"62","cg01575408","4"
"63","cg01604210","5"
"64","cg01614726","12"
"65","cg01624305","2"
"66","cg01628067","4"
"67","cg01651593","2"
"68","cg01695892","4"
"69","cg01715499","8"
"70","cg01779525","5"
"71","cg01782487","12"
"72","cg01784859","1"
"73","cg01790367","2"
"74","cg01793617","6"
"75","cg01801174","4"
"76","cg01834541","5"
"77","cg01878019","5"
"78","cg01929105","1"
"79","cg01979511","12"
"80","cg01992990","12"
"81","cg02077977","2"
"82","cg02079931","4"
"83","cg02101693","1"
"84","cg02151528","4"
"85","cg02230180","4"
"86","cg02290238","4"
"87","cg02361557","12"
"88","cg02454131","11"
"89","cg02468108","4"
"90","cg02488383","5"
"91","cg02579668","8"
"92","cg02589538","4"
"93","cg02613871","4"
"94","cg02621905","5"
"95","cg02626307","5"
"96","cg02633729","5"
"97","cg02657892","2"
"98","cg02774015","4"
"99","cg02808797","2"
"100","cg02848835","8"
"101","cg02850371","2"
"102","cg02907556","5"
"103","cg02913884","4"
"104","cg02917772","1"
"105","cg03002968","8"
"106","cg03013754","12"
"107","cg03034759","8"
"108","cg03052835","11"
"109","cg03056393","5"
"110","cg03123608","1"
"111","cg03125090","12"
"112","cg03142574","2"
"113","cg03145134","12"
"114","cg03208409","12"
"115","cg03256729","8"
"116","cg03284175","4"
"117","cg03289576","2"
"118","cg03292648","5"
"119","cg03317082","2"
"120","cg03343730","4"
"121","cg03383250","5"
"122","cg03385270","2"
"123","cg03418289","4"
"124","cg03509991","12"
"125","cg03603203","5"
"126","cg03646674","12"
"127","cg03660578","8"
"128","cg03685774","5"
"129","cg03714573","2"
"130","cg03730249","5"
"131","cg03730703","6"
"132","cg03761258","8"
"133","cg03768777","4"
"134","cg03848065","8"
"135","cg03892937","12"
"136","cg03910767","2"
"137","cg03956606","8"
"138","cg03969326","12"
"139","cg03976231","4"
"140","cg03984537","8"
"141","cg03984859","11"
"142","cg03987605","8"
"143","cg03989569","12"
"144","cg04017052","12"
"145","cg04080261","5"
"146","cg04082985","4"
"147","cg04100048","12"
"148","cg04114368","2"
"149","cg04116858","4"
"150","cg04118311","12"
"151","cg04126852","12"
"152","cg04127303","4"
"153","cg04129905","12"
"154","cg04172501","1"
"155","cg04197051","2"
"156","cg04208151","4"
"157","cg04210991","4"
"158","cg04285956","4"
"159","cg04290981","5"
"160","cg04293328","5"
"161","cg04313639","12"
"162","cg04323187","4"
"163","cg04337796","12"
"164","cg04353771","1"
"165","cg04354317","4"
"166","cg04456036","2"
"167","cg04500239","5"
"168","cg04554728","8"
"169","cg04566359","8"
"170","cg04568339","4"
"171","cg04577979","8"
"172","cg04608582","8"
"173","cg04633021","2"
"174","cg04633513","12"
"175","cg04662939","1"
"176","cg04671591","4"
"177","cg04718055","1"
"178","cg04785675","2"
"179","cg04792727","2"
"180","cg04826576","1"
"181","cg04828892","4"
"182","cg04848898","8"
"183","cg04855869","12"
"184","cg04860656","4"
"185","cg04861793","5"
"186","cg04867075","5"
"187","cg04877901","12"
"188","cg04885470","12"
"189","cg04889749","5"
"190","cg04900486","2"
"191","cg04904834","1"
"192","cg04936062","2"
"193","cg04971263","12"
"194","cg04979933","8"
"195","cg05009066","12"
"196","cg05016425","1"
"197","cg05029193","4"
"198","cg05036579","5"
"199","cg05068442","4"
"200","cg05086993","2"
"201","cg05129591","2"
"202","cg05139070","12"
"203","cg05156800","12"
"204","cg05158566","1"
"205","cg05165422","8"
"206","cg05334419","5"
"207","cg05364141","5"
"208","cg05371909","12"
"209","cg05391423","12"
"210","cg05392792","12"
"211","cg05467918","11"
"212","cg05475156","4"
"213","cg05475904","8"
"214","cg05552534","12"
"215","cg05596383","4"
"216","cg05599337","8"
"217","cg05612904","2"
"218","cg05659314","6"
"219","cg05659947","5"
"220","cg05695876","5"
"221","cg05701274","5"
"222","cg05722456","5"
"223","cg05758139","5"
"224","cg05768362","4"
"225","cg05776075","2"
"226","cg05848279","4"
"227","cg05903985","12"
"228","cg05935052","12"
"229","cg05937496","4"
"230","cg05941840","5"
"231","cg05950833","1"
"232","cg05985737","4"
"233","cg06034998","5"
"234","cg06043114","2"
"235","cg06076923","8"
"236","cg06173758","5"
"237","cg06187103","12"
"238","cg06188268","8"
"239","cg06206218","8"
"240","cg06213626","5"
